"Transportation type","Area from","Area to","Vehicle Type","Departure time",km,Duration,Note,Enabled,"Vehicle rack price","Vehicle net price","Adult rack price","Adult net price","Kid rack price","Kid net price",Tax,Addons,Extras,"Regular time range enabled","Range start Regular time range","Range end Regular time range","Rack price Regular time range","Net price Regular time range","Tax Regular time range","Flight pick-up time range enabled","Range start Flight pick-up time range","Range end Flight pick-up time range","Rack price Flight pick-up time range","Net price Flight pick-up time range","Tax Flight pick-up time range","Flight drop-off time range enabled","Range start Flight drop-off time range","Range end Flight drop-off time range","Rack price Flight drop-off time range","Net price Flight drop-off time range","Tax Flight drop-off time range"
"Private shuttles","Costa Rica Marriottt (belen)","Rio Perdido","Mercedes Sprinter",,196,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","RIU Guanacaste","Toyota Coaster",,240,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","RIU Guanacaste","Hyundai H-1",,240,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","RIU Guanacaste","Toyota HIACE",,240,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","RIU Guanacaste","Mercedes Sprinter",,240,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","RIU Palace","Toyota Coaster",,240,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","RIU Palace","Hyundai H-1",,240,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","RIU Palace","Toyota HIACE",,240,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","RIU Palace","Mercedes Sprinter",,240,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Samara / Playa Carrillo","Toyota Coaster",,225,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Samara / Playa Carrillo","Hyundai H-1",,225,4.5,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Samara / Playa Carrillo","Toyota HIACE",,225,4.5,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Samara / Playa Carrillo","Mercedes Sprinter",,225,4.5,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Gerardo de Dota","Toyota Coaster",,107,3.5,,1,400,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Gerardo de Dota","Hyundai H-1",,107,3.5,,1,160,120,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Gerardo de Dota","Toyota HIACE",,107,3.5,,1,205,145,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Gerardo de Dota","Mercedes Sprinter",,107,3.5,,1,295,220,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Gerardo de Rivas","Toyota Coaster",,153,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Gerardo de Rivas","Hyundai H-1",,153,4,,1,230,190,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Gerardo de Rivas","Toyota HIACE",,153,4,,1,275,215,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Gerardo de Rivas","Mercedes Sprinter",,153,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Isidro de El General","Toyota Coaster",,155,3.5,,1,450,350,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Isidro de El General","Hyundai H-1",,155,3.5,,1,215,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Isidro de El General","Toyota HIACE",,155,3.5,,1,260,205,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Isidro de El General","Mercedes Sprinter",,155,3.5,,1,355,280,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Jose (Downtown)","Toyota Coaster",,17,30m,,1,200,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Jose (Downtown)","Hyundai H-1",,17,30m,,1,55,35,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Jose (Downtown)","Toyota HIACE",,17,30m,,1,100,50,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Jose (Downtown)","Mercedes Sprinter",,17,30m,,1,145,70,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Juanillo","Toyota Coaster",,262,5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Juanillo","Hyundai H-1",,262,5,,1,280,240,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Juanillo","Toyota HIACE",,262,5,,1,325,265,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Juanillo","Mercedes Sprinter",,262,5,,1,395,320,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Ramon","Toyota Coaster",,48,1,,1,280,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Ramon","Hyundai H-1",,48,1,,1,90,60,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Ramon","Toyota HIACE",,48,1,,1,135,85,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","San Ramon","Mercedes Sprinter",,48,1,,1,215,140,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Sarapiqui,"Toyota Coaster",,84,2.5,,1,350,250,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Sarapiqui,"Hyundai H-1",,84,2.5,,1,135,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Sarapiqui,"Toyota HIACE",,84,2.5,,1,180,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Sarapiqui,"Mercedes Sprinter",,84,2.5,,1,255,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Secrets Papagayo","Toyota Coaster",,227,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Secrets Papagayo","Hyundai H-1",,227,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Secrets Papagayo","Toyota HIACE",,227,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Secrets Papagayo","Mercedes Sprinter",,227,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Sierpe,"Toyota Coaster",,263,5.5,,1,520,420,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Sierpe,"Hyundai H-1",,263,5.5,,1,295,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Sierpe,"Toyota HIACE",,263,5.5,,1,340,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Sierpe,"Mercedes Sprinter",,263,5.5,,1,425,350,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Siquirres,"Toyota Coaster",,115,2.5,,1,380,280,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Siquirres,"Hyundai H-1",,115,2.5,,1,170,130,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Siquirres,"Toyota HIACE",,115,2.5,,1,215,155,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Siquirres,"Mercedes Sprinter",,115,2.5,,1,275,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Sixaola,"Toyota Coaster",,263,5.5,,1,500,400,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Sixaola,"Hyundai H-1",,263,5.5,,1,295,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Sixaola,"Toyota HIACE",,263,5.5,,1,340,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Sixaola,"Mercedes Sprinter",,263,5.5,,1,455,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tamarindo,"Toyota Coaster",,247,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tamarindo,"Hyundai H-1",,247,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tamarindo,"Toyota HIACE",,247,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tamarindo,"Mercedes Sprinter",,247,4,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tambor,"Toyota Coaster",,276,3.5,,1,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tambor,"Hyundai H-1",,276,3.5,,1,230,185,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tambor,"Toyota HIACE",,276,3.5,,1,275,230,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tambor,"Mercedes Sprinter",,276,3.5,,1,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tarcoles,"Toyota Coaster",,70,1.5,,1,300,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tarcoles,"Hyundai H-1",,70,1.5,,1,120,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tarcoles,"Toyota HIACE",,70,1.5,,1,165,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tarcoles,"Mercedes Sprinter",,70,1.5,,1,225,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tenorio,"Toyota Coaster",,211,4,,1,420,320,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tenorio,"Hyundai H-1",,211,4,,1,245,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tenorio,"Toyota HIACE",,211,4,,1,290,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tenorio,"Mercedes Sprinter",,211,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","The Springs Resort & Spa","Toyota Coaster",,133,3,,1,375,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","The Springs Resort & Spa","Hyundai H-1",,133,3,,1,160,130,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","The Springs Resort & Spa","Toyota HIACE",,133,3,,1,205,155,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","The Springs Resort & Spa","Mercedes Sprinter",,133,3,,1,275,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","The Westin Playa Conhcal","Toyota Coaster",,259,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","The Westin Playa Conhcal","Hyundai H-1",,259,4.5,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","The Westin Playa Conhcal","Toyota HIACE",,259,4.5,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","The Westin Playa Conhcal","Mercedes Sprinter",,259,4.5,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tilaran,"Toyota Coaster",,174,3.5,,1,425,325,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tilaran,"Hyundai H-1",,174,3.5,,1,210,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tilaran,"Toyota HIACE",,174,3.5,,1,255,205,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Tilaran,"Mercedes Sprinter",,174,3.5,,1,355,280,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Tortuguero (La Pavona Dock)","Toyota Coaster",,131,4,,1,460,360,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Tortuguero (La Pavona Dock)","Hyundai H-1",,131,4,,1,200,160,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Tortuguero (La Pavona Dock)","Toyota HIACE",,131,4,,1,245,185,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Tortuguero (La Pavona Dock)","Mercedes Sprinter",,131,4,,1,335,260,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Turrialba,"Toyota Coaster",,81,2,,1,350,250,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Turrialba,"Hyundai H-1",,81,2,,1,145,115,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Turrialba,"Toyota HIACE",,81,2,,1,190,140,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Turrialba,"Mercedes Sprinter",,81,2,,1,255,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Uvita,"Toyota Coaster",,189,4,,1,500,400,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Uvita,"Hyundai H-1",,189,4,,1,230,190,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Uvita,"Toyota HIACE",,189,4,,1,275,215,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Uvita,"Mercedes Sprinter",,189,4,,1,355,280,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Villa Blanca Cloud Forest","Toyota Coaster",,75,2,,1,300,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Villa Blanca Cloud Forest","Hyundai H-1",,75,2,,1,125,90,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Villa Blanca Cloud Forest","Toyota HIACE",,75,2,,1,170,115,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Villa Blanca Cloud Forest","Mercedes Sprinter",,75,2,,1,225,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","W Costa Rica","Toyota Coaster",,262,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","W Costa Rica","Hyundai H-1",,262,4.5,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","W Costa Rica","Toyota HIACE",,262,4.5,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","W Costa Rica","Mercedes Sprinter",,262,4.5,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Rancho Naturalista","Toyota Coaster",,99,2.5,,1,350,250,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Rancho Naturalista","Hyundai H-1",,99,2.5,,1,145,115,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Rancho Naturalista","Toyota HIACE",,99,2.5,,1,190,140,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Rancho Naturalista","Mercedes Sprinter",,99,2.5,,1,255,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Paraiso Quetzal Lodge","Toyota Coaster",,91,2,,1,350,250,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Paraiso Quetzal Lodge","Hyundai H-1",,91,2,,1,135,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Paraiso Quetzal Lodge","Toyota HIACE",,91,2,,1,180,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Paraiso Quetzal Lodge","Mercedes Sprinter",,91,2,,1,225,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Manzanillo (Limon)","Toyota Coaster",,238,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Manzanillo (Limon)","Hyundai H-1",,238,4.5,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Manzanillo (Limon)","Toyota HIACE",,238,4.5,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Manzanillo (Limon)","Mercedes Sprinter",,238,4.5,,1,395,320,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Arenal Lodge","Toyota Coaster",,135,3,,1,375,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Arenal Lodge","Hyundai H-1",,135,3,,1,165,140,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Arenal Lodge","Toyota HIACE",,135,3,,1,210,165,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Arenal Lodge","Mercedes Sprinter",,135,3,,1,295,220,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Lost Iguana Resort","Toyota Coaster",,134,3,,1,375,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Lost Iguana Resort","Hyundai H-1",,134,3,,1,165,140,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Lost Iguana Resort","Toyota HIACE",,134,3,,1,210,165,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Lost Iguana Resort","Mercedes Sprinter",,134,3,,1,295,220,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Rancho Margot","Toyota Coaster",,146,3,,1,380,280,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Rancho Margot","Hyundai H-1",,146,3,,1,180,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Rancho Margot","Toyota HIACE",,146,3,,1,225,175,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Rancho Margot","Mercedes Sprinter",,146,3,,1,300,225,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Linda Vista del Norte","Toyota Coaster",,146,3,,1,375,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Linda Vista del Norte","Hyundai H-1",,146,3,,1,175,145,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Linda Vista del Norte","Toyota HIACE",,146,3,,1,220,170,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Linda Vista del Norte","Mercedes Sprinter",,146,3,,1,295,220,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Arenal Vista Lodge","Toyota Coaster",,146,3,,1,375,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Arenal Vista Lodge","Hyundai H-1",,146,3,,1,175,145,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Arenal Vista Lodge","Toyota HIACE",,146,3,,1,220,170,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Arenal Vista Lodge","Mercedes Sprinter",,146,3,,1,295,220,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Leaves & Lizards","Toyota Coaster",,128,3,,1,375,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Leaves & Lizards","Hyundai H-1",,128,3,,1,165,135,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Leaves & Lizards","Toyota HIACE",,128,3,,1,210,160,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Leaves & Lizards","Mercedes Sprinter",,128,3,,1,295,220,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Pavones,"Toyota Coaster",,366,6.5,,1,700,600,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Pavones,"Hyundai H-1",,366,6.5,,1,450,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Pavones,"Toyota HIACE",,366,6.5,,1,495,405,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)",Pavones,"Mercedes Sprinter",,366,6.5,,1,575,500,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Finca Nueva Lodge","Toyota Coaster",,101,2.5,,1,350,250,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Finca Nueva Lodge","Hyundai H-1",,101,2.5,,1,160,130,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Finca Nueva Lodge","Toyota HIACE",,101,2.5,,1,205,155,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Finca Nueva Lodge","Mercedes Sprinter",,101,2.5,,1,275,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Orosi Cartago","Toyota Coaster",,61,1.5,,1,300,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Orosi Cartago","Hyundai H-1",,61,1.5,,1,130,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Orosi Cartago","Toyota HIACE",,61,1.5,,1,175,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Orosi Cartago","Mercedes Sprinter",,61,1.5,,1,225,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Alma del Pacifico","Toyota Coaster",,114,2,,1,360,260,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Alma del Pacifico","Hyundai H-1",,114,2,,1,150,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Alma del Pacifico","Toyota HIACE",,114,2,,1,195,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles","Costa Rica Marriottt (belen)","Alma del Pacifico","Mercedes Sprinter",,114,2,,1,255,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Andaz Papagayo","Toyota Coaster",,238,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Andaz Papagayo","Hyundai H-1",,238,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Andaz Papagayo","Toyota HIACE",,238,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Andaz Papagayo","Mercedes Sprinter",,238,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Arenal Observatory Lodge","Toyota Coaster",,144,3,,1,380,280,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Arenal Observatory Lodge","Hyundai H-1",,144,3,,1,180,145,,,,,0.08,,,,,,,,,,,,,,,,,,,,
