"Transportation type","Area from","Area to","Vehicle Type","Departure time",km,Duration,Note,Enabled,"Vehicle rack price","Vehicle net price","Adult rack price","Adult net price","Kid rack price","Kid net price",Tax,Addons,Extras,"Regular time range enabled","Range start Regular time range","Range end Regular time range","Rack price Regular time range","Net price Regular time range","Tax Regular time range","Flight pick-up time range enabled","Range start Flight pick-up time range","Range end Flight pick-up time range","Rack price Flight pick-up time range","Net price Flight pick-up time range","Tax Flight pick-up time range","Flight drop-off time range enabled","Range start Flight drop-off time range","Range end Flight drop-off time range","Rack price Flight drop-off time range","Net price Flight drop-off time range","Tax Flight drop-off time range"
"Private shuttles",Alajeula,Sixaola,"Hyundai H-1",,263,5.5,,1,295,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Sixaola,"Toyota HIACE",,263,5.5,,1,340,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Sixaola,"Mercedes Sprinter",,263,5.5,,1,455,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tamarindo,"Toyota Coaster",,247,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tamarindo,"Hyundai H-1",,247,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tamarindo,"Toyota HIACE",,247,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tamarindo,"Mercedes Sprinter",,247,4,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tambor,"Toyota Coaster",,276,3.5,,1,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tambor,"Hyundai H-1",,276,3.5,,1,230,185,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tambor,"Toyota HIACE",,276,3.5,,1,275,230,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tambor,"Mercedes Sprinter",,276,3.5,,1,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tarcoles,"Toyota Coaster",,70,1.5,,1,300,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tarcoles,"Hyundai H-1",,70,1.5,,1,120,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tarcoles,"Toyota HIACE",,70,1.5,,1,165,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tarcoles,"Mercedes Sprinter",,70,1.5,,1,225,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tenorio,"Toyota Coaster",,211,4,,1,420,320,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tenorio,"Hyundai H-1",,211,4,,1,245,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tenorio,"Toyota HIACE",,211,4,,1,290,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tenorio,"Mercedes Sprinter",,211,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"The Springs Resort & Spa","Toyota Coaster",,133,3,,1,375,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"The Springs Resort & Spa","Hyundai H-1",,133,3,,1,160,130,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"The Springs Resort & Spa","Toyota HIACE",,133,3,,1,205,155,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"The Springs Resort & Spa","Mercedes Sprinter",,133,3,,1,275,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"The Westin Playa Conhcal","Toyota Coaster",,259,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"The Westin Playa Conhcal","Hyundai H-1",,259,4.5,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"The Westin Playa Conhcal","Toyota HIACE",,259,4.5,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"The Westin Playa Conhcal","Mercedes Sprinter",,259,4.5,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tilaran,"Toyota Coaster",,174,3.5,,1,425,325,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tilaran,"Hyundai H-1",,174,3.5,,1,210,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tilaran,"Toyota HIACE",,174,3.5,,1,255,205,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Tilaran,"Mercedes Sprinter",,174,3.5,,1,355,280,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Tortuguero (La Pavona Dock)","Toyota Coaster",,131,4,,1,460,360,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Tortuguero (La Pavona Dock)","Hyundai H-1",,131,4,,1,200,160,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Tortuguero (La Pavona Dock)","Toyota HIACE",,131,4,,1,245,185,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Tortuguero (La Pavona Dock)","Mercedes Sprinter",,131,4,,1,335,260,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Turrialba,"Toyota Coaster",,81,2,,1,350,250,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Turrialba,"Hyundai H-1",,81,2,,1,145,115,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Turrialba,"Toyota HIACE",,81,2,,1,190,140,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Turrialba,"Mercedes Sprinter",,81,2,,1,255,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Uvita,"Toyota Coaster",,189,4,,1,500,400,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Uvita,"Hyundai H-1",,189,4,,1,230,190,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Uvita,"Toyota HIACE",,189,4,,1,275,215,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Uvita,"Mercedes Sprinter",,189,4,,1,355,280,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Villa Blanca Cloud Forest","Toyota Coaster",,75,2,,1,300,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Villa Blanca Cloud Forest","Hyundai H-1",,75,2,,1,125,90,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Villa Blanca Cloud Forest","Toyota HIACE",,75,2,,1,170,115,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Villa Blanca Cloud Forest","Mercedes Sprinter",,75,2,,1,225,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"W Costa Rica","Toyota Coaster",,262,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"W Costa Rica","Hyundai H-1",,262,4.5,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"W Costa Rica","Toyota HIACE",,262,4.5,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"W Costa Rica","Mercedes Sprinter",,262,4.5,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rancho Naturalista","Toyota Coaster",,99,2.5,,1,350,250,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rancho Naturalista","Hyundai H-1",,99,2.5,,1,145,115,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rancho Naturalista","Toyota HIACE",,99,2.5,,1,190,140,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rancho Naturalista","Mercedes Sprinter",,99,2.5,,1,255,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Paraiso Quetzal Lodge","Toyota Coaster",,91,2,,1,350,250,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Paraiso Quetzal Lodge","Hyundai H-1",,91,2,,1,135,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Paraiso Quetzal Lodge","Toyota HIACE",,91,2,,1,180,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Paraiso Quetzal Lodge","Mercedes Sprinter",,91,2,,1,225,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Manzanillo (Limon)","Toyota Coaster",,238,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Manzanillo (Limon)","Hyundai H-1",,238,4.5,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Manzanillo (Limon)","Toyota HIACE",,238,4.5,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Manzanillo (Limon)","Mercedes Sprinter",,238,4.5,,1,395,320,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Arenal Lodge","Toyota Coaster",,135,3,,1,375,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Arenal Lodge","Hyundai H-1",,135,3,,1,165,140,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Arenal Lodge","Toyota HIACE",,135,3,,1,210,165,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Arenal Lodge","Mercedes Sprinter",,135,3,,1,295,220,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Lost Iguana Resort","Toyota Coaster",,134,3,,1,375,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Lost Iguana Resort","Hyundai H-1",,134,3,,1,165,140,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Lost Iguana Resort","Toyota HIACE",,134,3,,1,210,165,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Lost Iguana Resort","Mercedes Sprinter",,134,3,,1,295,220,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rancho Margot","Toyota Coaster",,146,3,,1,380,280,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rancho Margot","Hyundai H-1",,146,3,,1,180,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rancho Margot","Toyota HIACE",,146,3,,1,225,175,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Rancho Margot","Mercedes Sprinter",,146,3,,1,300,225,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Linda Vista del Norte","Toyota Coaster",,146,3,,1,375,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Linda Vista del Norte","Hyundai H-1",,146,3,,1,175,145,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Linda Vista del Norte","Toyota HIACE",,146,3,,1,220,170,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Linda Vista del Norte","Mercedes Sprinter",,146,3,,1,295,220,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Arenal Vista Lodge","Toyota Coaster",,146,3,,1,375,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Arenal Vista Lodge","Hyundai H-1",,146,3,,1,175,145,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Arenal Vista Lodge","Toyota HIACE",,146,3,,1,220,170,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Arenal Vista Lodge","Mercedes Sprinter",,146,3,,1,295,220,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Leaves & Lizards","Toyota Coaster",,128,3,,1,375,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Leaves & Lizards","Hyundai H-1",,128,3,,1,165,135,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Leaves & Lizards","Toyota HIACE",,128,3,,1,210,160,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Leaves & Lizards","Mercedes Sprinter",,128,3,,1,295,220,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Pavones,"Toyota Coaster",,366,6.5,,1,700,600,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Pavones,"Hyundai H-1",,366,6.5,,1,450,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Pavones,"Toyota HIACE",,366,6.5,,1,495,405,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Pavones,"Mercedes Sprinter",,366,6.5,,1,575,500,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Finca Nueva Lodge","Toyota Coaster",,101,2.5,,1,350,250,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Finca Nueva Lodge","Hyundai H-1",,101,2.5,,1,160,130,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Finca Nueva Lodge","Toyota HIACE",,101,2.5,,1,205,155,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Finca Nueva Lodge","Mercedes Sprinter",,101,2.5,,1,275,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Orosi Cartago","Toyota Coaster",,61,1.5,,1,300,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Orosi Cartago","Hyundai H-1",,61,1.5,,1,130,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Orosi Cartago","Toyota HIACE",,61,1.5,,1,175,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Orosi Cartago","Mercedes Sprinter",,61,1.5,,1,225,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Alma del Pacifico","Toyota Coaster",,114,2,,1,360,260,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Alma del Pacifico","Hyundai H-1",,114,2,,1,150,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Alma del Pacifico","Toyota HIACE",,114,2,,1,195,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Alma del Pacifico","Mercedes Sprinter",,114,2,,1,255,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
